System,Name,Year,ROM Name,Players,Joystick Input,Other Input,Buttons,Vertical,Manufacturers,Player Legends 2,Retro Arcade 2 Elites,Other CoinOps
arcade,CarnEvil,1998,gunsmoke,2,8 way,lightgun,3,VERTICAL,Capcom,No,No,Yes
arcade,Carnival,1980,guwange,1,8 way,none,3,VERTICAL,Cave / Atlus license,No,No,Yes
arcade,Carrier Air Wing,1990,gwarb,2,twin stick,none,2,VERTICAL,bootleg / SNK,Yes,Yes,Maybe
arcade,Caveman Ninja,1991,gyruss,2,4 way,none,1,VERTICAL,Konami,Yes,Yes,Maybe
arcade,Centipede,1980,hangon,1,analog,trackball,0,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Centipede Dux,1989,hbarrel,2,twin stick,trackball,2,VERTICAL,Data East,No,No,Yes
arcade,Chack'n Pop,1983,hcastle,2,4 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Chameleon,1983,hharry,2,8 way,none,4,HORIZONTAL,Irem,No,No,Yes
arcade,Champion Base Ball,1983,higemaru,2,4 way,none,1,HORIZONTAL,Capcom,No,No,Yes
arcade,Champion Wrestler,1989,hippodrm,2,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Championship Sprint,1986,hook,2,8 way,pedal / dial,2,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,Chanbara,1985,hotchase,2,analog,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Change Air Blade,1999,hotdogst,2,8 way,none,3,VERTICAL,Marble / Ace International license,No,No,Yes
arcade,Charlie Ninja,1995,hsf2,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Chase Bombers,1994,hyperspt,1,buttons only,stick,3,HORIZONTAL,Konami / Centuri license,No,No,Yes
arcade,Chase H.Q.,1988,ibarablk,1,8 way,pedal / paddle / dial,4,VERTICAL,Cave / AMI license,Yes,Yes,Maybe
arcade,Chelnov: Atomic Runner,1988,ikari,2,twin stick,none,2,VERTICAL,SNK,Yes,Yes,Maybe
arcade,Chequered Flag,1988,ikari3,1,8 way,pedal / paddle,3,HORIZONTAL,SNK,No,No,Yes
arcade,Cheyenne,1984,imgfight,1,8 way,lightgun,4,VERTICAL,Irem,No,No,Yes
arcade,Chicken Shift,1984,indytemp,1,8 way,only_buttons,1,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Chiller,1986,insectx,1,8 way,lightgun,2,HORIZONTAL,Taito,No,No,Yes
arcade,Chimera Beast,1993,inthunt,2,8 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,China Gate,1988,invadpt2,2,4 way,none,1,VERTICAL,Taito,No,No,Yes
arcade,Chinese Hero,1984,ironhors,2,4 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Choplifter,1985,irrmaze,2,trackball,none,2,HORIZONTAL NEOGEO,SNK / Saurus,Yes,Yes,Maybe
arcade,Chopper 1,1988,jackal,2,8 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Chou Zetsurinjin Berabowman,1988,jailbrek,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Choutetsu Brikin'ger,1996,jdreddp,2,8 way,none,4,HORIZONTAL,Midway,No,Yes,Maybe
arcade,Chuka Taisen (World),1988,jedi,2,analog,none,3,HORIZONTAL,Atari,No,No,Yes
arcade,Circus Charlie,1984,joemacr,2,8 way,none,3,HORIZONTAL,Data East,Yes,Yes,Maybe
arcade,Cisco Heat,1990,jojoban,1,8 way,paddle,6,HORIZONTAL,Capcom,No,No,Yes
arcade,City Bomber,1987,jojon,2,8 way,pedal / paddle,6,HORIZONTAL,Capcom,No,No,Yes
arcade,City Connection,1985,joust,2,4 way,none,1,HORIZONTAL,Williams,Yes,Yes,Maybe
arcade,Clash-Road,1986,joust2,2,4 way,none,2,VERTICAL,Williams,No,No,Yes
arcade,"Cliffhanger, The: Edward Randy",1990,jpark,2,lightgun,none,1,HORIZONTAL,SEGA,No,No,Yes
arcade,Cloak & Dagger,1983,junglek,1,8 way,none,1,HORIZONTAL,Taito,No,No,Yes
arcade,Clutch Hitter (US),1991,junofrst,2,8 way,none,3,VERTICAL,Konami,No,No,Yes
arcade,Cobra-Command,1988,kabukikl,2,8 way,none,4,HORIZONTAL NEOGEO,Hudson / Red Company,No,Yes,Maybe
arcade,Columns,1990,kageki,2,8 way,none,2,VERTICAL,Kaneko / Taito,No,No,Yes
arcade,Columns 2: The Voyage Through Time,1990,kangaroo,2,8 way,none,1,VERTICAL,Sun Electronics / Sunsoft,No,No,Yes
arcade,Combat School,1988,karnov,2,8 way,none,3,HORIZONTAL,Data East,No,No,Yes
arcade,"Combatribes, The",1990,kchamp,3,twin stick,none,0,VERTICAL,Data East,No,No,Yes
arcade,Commando,1985,ket,2,8 way,none,3,VERTICAL,Cave / AMI license,Yes,Yes,Maybe
arcade,Condor,1981,kicker,2,4 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Congo Bongo,1983,kicknrun,2,8 way,none,2,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Continental Circus,1987,kikcubic,1,4 way,pedal / paddle / dial,2,HORIZONTAL,Irem,No,No,Yes
arcade,Contra,1987,kikikai,2,8 way,none,2,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Cool Riders,1995,kingdmgp,2,8 way,pedal / paddle,3,VERTICAL,Raizing / Eighting,No,No,Yes
arcade,Cop 01,1985,kingofb,2,8 way,none,3,VERTICAL,Woodplace Inc.,No,Yes,Maybe
arcade,Cosmic Alien,1979,kinst,2,8 way,none,6,HORIZONTAL,Rare / Midway license,No,Yes,Maybe
arcade,Cosmic Avenger,1981,kinst2,2,8 way,none,6,HORIZONTAL,Rare / Midway license,No,No,Yes
arcade,Cosmic Cop,1991,kizuna,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Cosmo Gang the Video,1991,klax,2,4 way,none,1,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Cosmo Police Galivan,1985,kncljoe,2,8 way,none,2,HORIZONTAL,Seibu Kaihatsu / Taito,No,Yes,Maybe
arcade,"Cotton (set 4, World)",1991,knights,2,8 way,none,2,HORIZONTAL,Capcom,No,No,Yes
arcade,Cotton 2,1997,kod,4,8 way,none,2,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Cotton Boomerang,1998,kof2000,4,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Counter Run,1988,kof2002,2,8 way,dial,4,HORIZONTAL NEOGEO,Eolith / Playmore,No,No,Yes
arcade,Crack Down,1989,kof95,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
arcade,Crater Raider,1984,kof98,1,8 way,dial,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Crazy Balloon,1980,kof99,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Crazy Climber,1980,kotm,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,Crazy Climber 2,1988,kotm2,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Crazy Fight,1996,kov,1,8 way,unknown,4,HORIZONTAL,IGS,No,No,Yes
arcade,Crazy Kong,1981,kov2,2,8 way,none,4,HORIZONTAL,IGS,No,No,Yes
arcade,Crazy Taxi,1999,kungfum,1,8 way,pedal / paddle,2,HORIZONTAL,Irem,No,Yes,Maybe
arcade,Crime City,1989,kurikint,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Crime Fighters,1989,ladybug,2,4 way,none,0,VERTICAL,Universal,No,No,Yes
arcade,Cross Pang,1998,lastbld2,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Crossbow,1983,lastduel,1,8 way,lightgun,2,VERTICAL,Capcom,No,No,Yes
arcade,Crossed Swords,1991,ldrun,2,8 way,none,2,HORIZONTAL,Irem / licensed from Broderbund,No,Yes,Maybe
arcade,Crossed Swords 2,1996,lemmings,2,trackball,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Cruis'n USA,1994,lgtnfght,1,8 way,pedal / paddle,3,VERTICAL,Konami,No,Yes,Maybe
arcade,Cruis'n World,1996,lightbr,1,8 way,pedal / paddle,4,HORIZONTAL,Taito,No,No,Yes
arcade,Crush Roller,1981,lkage,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Crystal Castles,1983,llander,2,analog,trackball,3,HORIZONTAL,Atari,Yes,Yes,Maybe
arcade,"Crystal of Kings, The",2001,loderndf,4,8 way,none,3,HORIZONTAL,Psikyo,No,No,Yes
arcade,Cute Fighter,1998,loht,2,8 way,none,4,HORIZONTAL,Irem,No,No,Yes
arcade,Cybattler,1993,lrescue,2,4 way,none,1,VERTICAL,Taito,No,No,Yes
arcade,Cyber Commando,1994,lwings,2,8 way,stick,2,VERTICAL,Capcom,No,No,Yes
arcade,Cyber Cycles,1995,madgear,1,8 way,pedal / paddle,3,VERTICAL,Capcom,No,No,Yes
arcade,Cyber Sled,1993,magdrop3,2,8 way,stick,4,HORIZONTAL NEOGEO,Data East,No,No,Yes
arcade,Cyber-Lip,1990,maglord,2,8 way,none,4,HORIZONTAL NEOGEO,Alpha Denshi Co. / ADK,Yes,Yes,Maybe
arcade,Cyberball 2072,1989,magmax,2,8 way,none,1,HORIZONTAL,Nichibutsu,No,No,Yes
arcade,Cyberbots: Fullmetal Madness,1995,mainevt,2,8 way,none,2,HORIZONTAL,Konami,No,Yes,Maybe
arcade,Cyvern: The Dragon Weapons,1998,majtitl2,2,8 way,none,2,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,"D. D. Crew (World, 3 Players)",1991,mappy,3,4 way,none,1,VERTICAL,Namco,No,No,Yes
arcade,DJ Boy,1989,marble,2,trackball,none,0,HORIZONTAL,Atari Games / Atari,Yes,Yes,Maybe
arcade,Daioh,1993,mario,2,4 way,none,1,HORIZONTAL,Nintendo,No,Yes,Maybe
arcade,Dancing Eyes,1996,martmast,4,8 way,none,4,HORIZONTAL,IGS,No,No,Yes
arcade,Dangerous Seed,1989,matrim,2,8 way,none,4,HORIZONTAL NEOGEO,Noise Factory / Atlus,No,No,Yes
arcade,Dangun Feveron,1998,mazinger,2,8 way,none,3,VERTICAL,Banpresto / Dynamic Pl. Toei Animation,No,No,Yes
arcade,Danny Sullivan's Indy Heat,1991,mechatt,3,lightgun,pedal / dial,2,HORIZONTAL,SNK,No,No,Yes
arcade,Darius,1986,megaman2,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Darius Gaiden: Silver Hawk,1994,mercs,4,8 way,dial,2,VERTICAL,Capcom,No,No,Yes
arcade,Darius II (dual screen),1989,metamrph,2,8 way,none,3,HORIZONTAL,Konami,No,Yes,Maybe
arcade,Darius II (triple screen),1989,metrocrs,2,8 way,none,1,HORIZONTAL,Namco,No,No,Yes
arcade,Dark Edge,1992,mhavoc,2,4 way,none,2,HORIZONTAL,Atari,No,No,Yes
arcade,Dark Seal,1990,mia,2,8 way,none,3,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Darkstalkers: The Night Warriors,1994,midres,2,twin stick,none,2,HORIZONTAL,Data East,Yes,Yes,Maybe
arcade,Darwin 4078,1986,mikie,2,4 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Daytona USA,1994,milliped,1,trackball,pedal / paddle,1,VERTICAL,Atari,No,Yes,Maybe
arcade,Daytona USA 2 Power Edition,1998,missile,1,trackball,pedal / paddle,3,HORIZONTAL,Atari,No,Yes,Maybe
arcade,Dead Angle,1988,mk,2,8 way,none,6,HORIZONTAL,Midway,Yes,Yes,Maybe
arcade,Dead Connection,1992,mk2,4,8 way,none,6,HORIZONTAL,Midway,No,Yes,Maybe
arcade,Deathsmiles MegaBlack Label,2008,mk3,2,8 way,none,6,HORIZONTAL,Midway,Yes,Yes,Maybe
arcade,"Deep, The",1987,mmatrix,2,8 way,none,1,HORIZONTAL,Takumi / Capcom,No,No,Yes
arcade,Defender,1980,mmpork,1,8 way,none,4,VERTICAL,Cave / AMI license,Yes,Yes,Maybe
arcade,Demolition Derby,1984,monsterb,4,4 way,dial,1,VERTICAL,SEGA,No,No,Yes
arcade,Demon,1982,moomesa,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Demon Front,2002,mooncrst,4,4 way,none,1,VERTICAL,Nichibutsu,Yes,Yes,Maybe
arcade,Demon's World,1990,mpang,2,8 way,none,1,HORIZONTAL,Mitchell / Capcom,No,No,Yes
arcade,Denjin Makai,1994,mpatrol,4,4 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,Depthcharge,1977,mrdo,1,4 way,none,1,VERTICAL,Universal,No,No,Yes
arcade,Desert Assault,1991,mrdrillr,4,4 way,none,6,HORIZONTAL,Namco,No,Yes,Maybe
arcade,Desert Breaker (World),1992,msh,3,8 way,none,6,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Desert War,1995,mshvsf,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Destroyer,1977,mslug,1,8 way,paddle,4,HORIZONTAL NEOGEO,Nazca / Nazca Corporation,No,No,Yes
arcade,Devastators,1988,mslug2t,2,8 way,none,4,HORIZONTAL NEOGEO,hack / trap15,Yes,Yes,Maybe
arcade,Devil World,1987,mslug3,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
arcade,Die Hard Arcade,1996,mslug4,4,8 way,none,4,HORIZONTAL NEOGEO,Mega / Noise Factory,No,No,Yes
arcade,Dig Dug,1982,mslug5,2,8 way,none,4,HORIZONTAL NEOGEO,SNK Playmore / SNK,Yes,Yes,Maybe
arcade,Dig Dug 2,1985,mslugx,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Dimahoo,2000,mspacman,2,4 way,none,0,VERTICAL,Midway / General Computer Corporation,Yes,Yes,Maybe
arcade,Dino Rex,1992,msword,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Dirt Dash,1995,mtwins,1,8 way,pedal / paddle,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Dirt Fox,1989,mushisam,1,8 way,pedal / paddle,4,VERTICAL,Cave / AMI license,No,No,Yes
arcade,Discs of Tron,1983,mustang,1,8 way,trackball / dial,2,HORIZONTAL,UPL,No,No,Yes
