System,ROM Name,Description,ISVERTICAL,FW Reborn,LEGENDS,FW Atarashii,INSERT COIN,FOCUS,FW Atarashii Gems,FW Atarashii Mini,FW Atarashii Micro,Vertical,Year,numberPlayers,ctrlType,Buttons,Simple Manufacturer,Joystick Input,Other Input,Manufacturers
arcade,720,720 Degrees,x,x,x,x,x,,,,,HORIZONTAL,1986,1,analog,2,Atari,,stick / dial,Atari Games
arcade,1941,1941: Counter Attack,x,x,x,x,x,x,x,x,x,VERTICAL,1990,2,8 way,2,Capcom,joy8way,,Capcom
arcade,1942,1942,x,x,x,x,x,,x,x,,VERTICAL,1984,2,8 way,2,Capcom,joy8way,,Capcom
arcade,1943,1943 1: The Battle of Midway,x,x,x,x,x,x,MINI,x,x,VERTICAL,1987,2,8 way,2,Capcom,joy8way,,Capcom
arcade,1944,1944: The Loop Master,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,2000,2,8 way,2,Capcom,joy8way,,Eighting / Raizing
arcade,1943kai,1943 Kai: Midway Kaisen,x,x,x,x,x,,,,,VERTICAL,1987,2,8 way,2,Capcom,joy8way,,Capcom
arcade,19xx,19XX: The War Against Destiny,x,x,x,x,x,x,MINI,x,x,VERTICAL,1996,2,8 way,2,Capcom,joy8way,,Capcom
arcade,2020bb,2020 Super Baseball,,x,x,x,,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,SNK / Pallas
arcade,3wonders,003 Wonders,x,x,x,x,x,,,,,HORIZONTAL,1991,2,8 way,3,Capcom,joy8way,,Capcom
arcade,aburner2,After Burner 2,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,1,analog,2,SEGA,,stick,SEGA
arcade,actfancr,Act-Fancer Cybernetick Hyper Weapon,x,x,x,x,x,,,,,HORIZONTAL,1989,2,8 way,2,Data East,joy8way,,Data East
arcade,aerofgt,Aero Fighters 1,x,x,x,x,,,,,,VERTICAL,1992,2,8 way,2,Other,joy8way,,Video System Co. / Video System
arcade,airass,Air Assault,x,x,x,x,,,,,,VERTICAL,1993,2,8 way,3,Irem,joy8way,,Irem
arcade,airwolf,Airwolf,,x,x,x,,,,,,HORIZONTAL,1987,2,8 way,2,Other,joy8way,,Kyugo
arcade,ajax,Ajax,x,x,x,x,,,,,,VERTICAL,1987,2,8 way,3,Konami,joy8way,,Konami
arcade,akatana,Akai Katana,x,x,x,x,x,,,,,HORIZONTAL,2008,2,8 way,3,Cave,joy8way,,Cave / Rising Star Games
arcade,aliens,Aliens,x,x,x,x,x,x,x,x,,HORIZONTAL,1990,2,8 way,2,Konami,joy8way,,Konami
arcade,aliensyn,Alien Syndrome,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,2,8 way,3,SEGA,joy8way,,SEGA
arcade,alpham2,Alpha Mission 2,,x,x,x,,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,alpine,Alpine Ski,x,x,x,x,,,,,,VERTICAL,1982,2,4 way,1,Taito,joy2way,,Taito / Pacific Kougyou
arcade,altbeast,Altered Beast (set 8),x,x,x,x,x,x,x,x,x,HORIZONTAL,1988,2,8 way,3,SEGA,joy8way,,SEGA
arcade,amidar,Amidar,x,x,x,x,,,,,,VERTICAL,1982,2,4 way,1,Konami,joy4way,,Konami
arcade,aodk,Aggressors of Dark Kombat,,,x,x,,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,ADK / SNK
arcade,aof,Art of Fighting 1,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,aof2,Art of Fighting 2,,,x,x,,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,aof3,Art of Fighting 3: The Path of the Warrior,x,,x,x,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,apb,APB: All Points Bulletin,x,x,x,x,,,,,,VERTICAL,1987,1,analog,2,Atari,,pedal / dial,Atari Games / Atari
arcade,archrivl,Arch Rivals,,x,x,x,,,,,,HORIZONTAL,1989,2,analog,2,Midway,,stick,Bally Midway
arcade,arkanoid,Arkanoid 1,x,x,x,x,,,,,,VERTICAL,1986,2,analog,1,Taito,,dial,Taito
arcade,arknoid2,Arkanoid 2: Revenge of DOH,x,x,x,x,x,x,x,x,,VERTICAL,1987,2,analog,1,Taito,,dial,Taito
arcade,armwar,Armored Warriors,x,x,x,x,x,,x,x,,HORIZONTAL,1994,3,8 way,3,Capcom,joy8way,,Capcom
arcade,assault,Assault,x,x,x,x,,,,,,VERTICAL,1988,2,twin stick,1,Namco,doublejoy4way,,Namco
arcade,astdelux,Asteroids 2 Deluxe,x,x,x,x,x,,,,,HORIZONTAL,1980,1,buttons only,5,Atari,,only_buttons,Atari / Dave Shepperd
arcade,asterix,Asterix,,x,x,x,,,,,,HORIZONTAL,1992,2,8 way,2,Konami,joy8way,,Konami
arcade,asteroid,Asteroids 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1979,1,buttons only,5,Atari,,only_buttons,Atari
arcade,astorm,"Alien Storm (World, 2 Players)",x,x,x,x,x,,x,x,,HORIZONTAL,1990,2,8 way,3,SEGA,joy8way,,SEGA
arcade,astyanax,"Astyanax, The",,x,x,x,,,,,,HORIZONTAL,1989,2,8 way,3,Other,joy8way,,Jaleco
arcade,asurabld,Asura Blade: Sword of Dynasty,x,,x,x,x,,,,,HORIZONTAL,1998,2,8 way,3,Other,joy8way,,Fuuki
arcade,asurabus,Asura Buster: Eternal Warriors,x,,x,x,x,,,,,HORIZONTAL,2001,2,8 way,3,Other,joy8way,,Fuuki
arcade,atetris,Tetris,x,x,x,x,x,,,,,HORIZONTAL,1988,2,4 way,1,Atari,joy3 (half4)way,,Atari Games / bootleg
arcade,athena,Athena,x,x,x,x,x,,,,,HORIZONTAL,1986,2,8 way,2,SNK,joy8way,,SNK
arcade,avengers,Avengers,x,x,x,x,x,x,x,x,x,VERTICAL,1987,2,8 way,2,Capcom,joy8way,,Capcom
arcade,avsp,Alien vs. Predator,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1994,3,8 way,3,Capcom,joy8way,,Capcom
arcade,baddudes,Bad Dudes vs. Dragonninja,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,8 way,2,Data East,joy8way,,Data East
arcade,bagman,Bagman,x,x,x,x,,,,,,VERTICAL,1982,2,4 way,1,Other,joy4way,,Valadon Automation
arcade,bakutotu,Bakutotsu Kijuutei,,,x,x,,,,,,HORIZONTAL,1988,2,8 way,3,Namco,joy8way,,Namco
arcade,bankp,Bank Panic,x,x,x,x,x,,x,,,HORIZONTAL,1984,2,4 way,3,SEGA,joy2way,,Sanritsu / SEGA
arcade,baraduke,Baraduke,,,x,x,,,,,,HORIZONTAL,1985,2,8 way,1,Namco,joy8way,,Namco
arcade,batcir,Battle Circuit,x,x,x,x,x,,,,,HORIZONTAL,1997,4,8 way,2,Capcom,joy8way,,Capcom
arcade,batrider,Armed Police Batrider (Europe),x,x,x,x,x,,,,,VERTICAL,1998,2,8 way,3,Raizing,joy8way,,Raizing / Eighting
arcade,batsugunsp,Batsugun: Special Version,x,x,x,x,x,,x,x,,VERTICAL,1993,2,8 way,3,Toaplan,joy8way,,Toaplan
arcade,battlera,Battle Rangers,,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,3,Data East,joy8way,,Data East
arcade,bayroute,"Bay Route (set 3, World)",,x,x,x,,,,,,HORIZONTAL,1989,2,8 way,3,SEGA,joy8way,,Sunsoft / SEGA
arcade,bbakraid,Battle Bakraid: Unlimited Version (USA),x,x,x,x,x,,,,,VERTICAL,1999,2,8 way,3,Raizing,joy8way,,Eighting
arcade,bbmanw,Bomber Man World,,x,x,x,,,,,,HORIZONTAL,1992,4,4 way,2,Irem,joy4way,,Irem / Hudson
arcade,bchopper,Battle Chopper,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,2,8 way,4,Irem,joy8way,,Irem
arcade,berzerk,Berzerk,x,x,x,x,x,,,,,HORIZONTAL,1980,2,8 way,1,Other,joy8way,,"Stern Electronics / Stern Electronics, Inc."
arcade,bgaregga,Battle Garegga (Europe),x,x,x,x,x,,x,x,,VERTICAL,1996,2,8 way,3,Raizing,joy8way,,Raizing / Eighting
arcade,bionicc,Bionic Commando,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,2,8 way,2,Capcom,joy8way,,Capcom
arcade,bioship,Bio-ship Paladin,,,x,x,,,,,,HORIZONTAL,1990,2,8 way,2,Other,joy8way,,UPL / American Sammy license
arcade,bjourney,Blue's Journey,,,x,x,,,,,,HORIZONTAL NEOGEO,1990,2,8 way,4,Neo Geo,joy8way,,Alpha Denshi Co. / ADK
arcade,blazstar,Blazing Star,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1998,2,8 way,4,Neo Geo,joy8way,,Yumekobo / SNK
arcade,blitz,NFL Blitz 1997,,x,x,x,,,,,,HORIZONTAL,1997,2,8 way,3,Midway,joy8way,stick,Midway Games
arcade,blitz2k,NFL Blitz 2000 Gold Edition,x,x,x,x,x,,,,,HORIZONTAL,1999,4,8 way,3,Midway,joy8way,stick,Midway Games
arcade,blitz99,NFL Blitz 1999,,x,x,x,,,,,,HORIZONTAL,1998,4,8 way,3,Midway,joy8way,stick,Midway Games
arcade,blktiger,Black Tiger,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,2,8 way,2,Capcom,joy8way,,Capcom
arcade,blockhl,Block Hole,,x,x,x,,,,,,HORIZONTAL,1989,2,4 way,3,Konami,joy4way,,Konami
arcade,blockout,Block Out,,x,x,x,,,,,,HORIZONTAL,1989,2,8 way,4,Technos,joy8way,,Technos Japan / California Dreams
arcade,bloodbro,Blood Bros.,,x,x,x,,,,,,HORIZONTAL,1990,2,8 way,3,Other,joy8way,,TAD Corporation / Tad Corporation
arcade,bmaster,Blade Master,,x,x,x,,,,,,HORIZONTAL,1991,2,8 way,2,Irem,joy8way,,Irem
arcade,bnj,Bump 'n' Jump,x,x,x,x,x,x,x,x,x,VERTICAL,1982,2,8 way,1,Data East,joy8way,,Data East
arcade,bnzabros,Bonanza Bros,,x,x,x,,,,,,HORIZONTAL,1990,2,8 way,3,SEGA,joy8way,,SEGA
arcade,bombjack,Bomb Jack,x,x,x,x,x,x,MINI,x,x,VERTICAL,1984,2,8 way,1,Other,joy8way,,Tehkan / Tehkan Ltd.
arcade,bonzeadv,Bonze Adventure,,,x,x,,,,,,HORIZONTAL,1988,2,8 way,2,Taito,joy8way,,Taito
arcade,boogwing,Boogie Wings,x,x,x,x,x,,,,,HORIZONTAL,1992,2,8 way,3,Data East,joy8way,,Data East
arcade,bosco,Bosconian: Star Destroyer,x,x,x,x,x,,x,,,HORIZONTAL,1981,2,8 way,1,Namco,joy8way,,Namco
arcade,brapboys,B.Rap Boys,x,x,x,x,x,,,,,HORIZONTAL,1992,3,8 way,2,Other,joy8way,,Kaneko
arcade,breakrev,Breakers Revenge,,x,x,x,,,,,,HORIZONTAL NEOGEO,1998,2,8 way,4,Neo Geo,joy8way,,Visco / SNK
arcade,brkthru,Break Thru,x,x,x,x,x,,x,,,HORIZONTAL,1986,2,8 way,2,Data East,joy8way,,Data East
arcade,bstars2,Baseball Stars 2,,x,x,x,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,btime,Burger Time,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,4 way,1,Data East,joy4way,,Data East
arcade,btoads,Battletoads,,x,x,x,,,,,,HORIZONTAL,1994,3,8 way,2,Other,joy8way,,Rare / Electronic Arts
arcade,bubblem,Bubble Bobble 3 : Bubble Memories,,x,x,x,,,,,,HORIZONTAL,1995,4,8 way,4,Taito,joy8way,dial,Taito
arcade,bubbles,Bubbles,x,x,x,x,x,,x,,,HORIZONTAL,1982,1,8 way,0,Williams,joy8way,,Williams
arcade,bublbob2,Bubble Bobble 2,,x,x,x,,,,,,HORIZONTAL,1994,4,8 way,4,Taito,joy8way,dial,Taito
arcade,bublboblr,Bubble Bobble 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,2,4 way,2,Taito,joy2way,,Taito / Romstar license
arcade,bublcave,Bubble Bobble 1 Lost Cave,,x,x,x,,,,,,HORIZONTAL,1986,2,4 way,2,Other,joy2way,,hack / Bisboch and Aladar
arcade,buckrog,Buck Rogers: Planet of Zoom,x,x,x,x,x,,x,,,HORIZONTAL,1982,1,8 way,3,SEGA,joy8way,,SEGA
arcade,bucky,Bucky O'Hare,,x,x,x,,,,,,HORIZONTAL,1992,4,8 way,3,Konami,joy8way,,Konami / Tatsumi
arcade,buggyboyjr,Buggy Boy Junior/Speed Buggy,,x,x,x,,,,,,HORIZONTAL,1986,1,analog,1,Other,,pedal / dial,Tatsumi
arcade,bwidow,Black Widow,,x,x,x,,,,,,HORIZONTAL,1982,1,twin stick,0,Atari,doublejoy8way,,Atari
arcade,bzone,Battle Zone,x,x,x,x,x,,,,,HORIZONTAL,1980,1,twin stick,1,Atari,doublejoyvertical2way,,Atari
arcade,cabal,Cabal,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,8 way,3,Other,joy8way,,TAD Corporation / Tad Corporation
arcade,cadash,Cadash,x,x,x,x,x,,,,,HORIZONTAL,1989,2,8 way,2,Taito,joy8way,,Taito
arcade,calibr50,Caliber 50,x,x,x,x,x,,,,,VERTICAL,1989,2,8 way,2,Other,joy8way,dial,Athena / Seta
arcade,captaven,Captain America & The Avengers,x,x,x,x,x,x,x,x,,HORIZONTAL,1991,4,8 way,2,Data East,joy8way,,Data East
arcade,captcomm,Captain Commando,x,x,x,x,x,x,x,x,x,HORIZONTAL,1991,4,8 way,2,Capcom,joy8way,,Capcom
arcade,cawing,Carrier Air Wing,x,x,x,x,x,x,x,x,x,HORIZONTAL,1990,2,8 way,3,Capcom,joy8way,,Capcom
arcade,ccastles,Crystal Castles,x,x,x,x,x,,,,,HORIZONTAL,1983,2,trackball,3,Atari,,trackball,Atari
arcade,cclimber,Crazy Climber,,x,x,x,,,,,,HORIZONTAL,1980,2,twin stick,0,Other,doublejoy8way,,Nichibutsu
arcade,centiped,Centipede,x,x,x,x,x,x,MINI,x,x,VERTICAL,1980,1,trackball,1,Atari,joy8way,trackball,Atari
arcade,chasehq,Chase H.Q.,x,x,x,x,x,x,x,x,,HORIZONTAL,1988,1,analog,4,Taito,,pedal / paddle / dial,Taito
arcade,chelnov,Chelnov: Atomic Runner,x,x,x,x,x,x,x,x,,HORIZONTAL,1988,2,8 way,3,Data East,joy8way,,Data East
arcade,chopliftbl,Choplifter,x,x,x,x,x,x,x,x,x,HORIZONTAL,1985,2,8 way,2,SEGA,joy8way,,bootleg
arcade,chqflag,Chequered Flag,x,x,x,x,,,,,,VERTICAL,1988,1,analog,2,Konami,,pedal / paddle,Konami
arcade,circusc,Circus Charlie,x,x,x,x,x,x,x,x,,VERTICAL,1984,2,4 way,1,Konami,joy2way,,Konami
arcade,citycon,City Connection,x,x,x,x,x,,x,,,HORIZONTAL,1985,2,8 way,2,Other,joy8way,,Jaleco
arcade,cninja,Caveman Ninja,x,x,x,x,x,x,x,x,,HORIZONTAL,1991,2,8 way,2,Data East,joy8way,,Data East
arcade,cobracom,Cobra-Command,,,x,x,,,,,,HORIZONTAL,1988,2,8 way,2,Data East,joy8way,,Data East / SEGA
arcade,combatsc,Combat School,,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,2,Konami,joy8way,,Konami
arcade,commandou,Commando,x,x,x,x,x,x,MINI,x,x,VERTICAL,1985,2,8 way,2,Capcom,joy8way,,Capcom / Data East
arcade,congo,Congo Bongo,x,x,x,x,,,,,,VERTICAL,1983,2,8 way,1,SEGA,joy8way,,SEGA
arcade,contra,Contra,x,x,x,x,x,x,x,x,,VERTICAL,1987,2,8 way,2,Konami,joy8way,,Konami
arcade,cop01,Cop 01,,x,x,x,,,,,,HORIZONTAL,1985,2,8 way,2,Other,joy8way,,Nichibutsu
arcade,cosmccop,Cosmic Cop,,,x,x,,,,,,HORIZONTAL,1991,2,8 way,4,Irem,joy8way,,Irem
arcade,cosmica,Cosmic Alien,x,x,x,x,,,,,,VERTICAL,1979,2,4 way,1,Other,joy2way,,Universal
arcade,cotton,"Cotton (set 4, World)",,x,x,x,,,,,,HORIZONTAL,1991,2,8 way,3,SEGA,joy8way,,Success / SEGA
arcade,cotton2,Cotton 2,x,x,x,x,x,,,,,HORIZONTAL,1997,4,8 way,4,Other,joy8way,,Success
arcade,crkdown,Crack Down,,x,x,x,,,,,,HORIZONTAL,1989,2,8 way,3,SEGA,joy8way,,SEGA
arcade,crsword,Crossed Swords,x,,x,x,,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,Alpha Denshi Co.
arcade,crusnusa,Cruis'n USA,x,x,x,x,x,,,,,HORIZONTAL,1994,1,analog,8,Midway,,pedal / paddle,Midway
arcade,csclub,Capcom Sports Club,,x,x,x,,,,,,HORIZONTAL,1997,2,8 way,3,Capcom,joy8way,,Capcom
arcade,csilver,Captain Silver,,x,x,x,,,,,,HORIZONTAL,1987,2,8 way,2,Data East,joy8way,,Data East
arcade,csprint,Championship Sprint,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,2,analog,0,Atari,,pedal / dial,Atari Games
arcade,ctribe,"Combatribes, The",,,x,x,,,,,,HORIZONTAL,1990,3,8 way,3,Technos,joy8way,,Technos Japan / Technos Japan Corp.
arcade,cyberbal2p,Cyberball 2072,,x,x,x,,,,,,HORIZONTAL,1989,2,8 way,1,Atari,joy8way,,Atari Games
arcade,cyberlip,Cyber-Lip,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1990,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,cybots,Cyberbots: Fullmetal Madness,x,x,x,x,x,,,,,HORIZONTAL,1995,2,8 way,4,Capcom,joy8way,,Capcom
arcade,cyvern,Cyvern: The Dragon Weapons,x,x,x,x,x,,,,,VERTICAL,1998,2,8 way,2,Other,joy8way,,Kaneko
arcade,daioh,Daioh,x,x,x,x,,,,,,VERTICAL,1993,2,8 way,6,Other,joy8way,,Athena
arcade,darkmist,"Lost Castle In Darkmist, The",,x,x,x,,,,,,VERTICAL,1986,2,8 way,2,Taito,joy8way,,Seibu Kaihatsu / Taito
arcade,darkseal,Dark Seal,x,x,x,x,x,,,,,HORIZONTAL,1990,2,8 way,2,Data East,joy8way,,Data East
arcade,dassault,Desert Assault,,x,x,x,,,,,,HORIZONTAL,1991,4,8 way,2,Data East,joy8way,,Data East
arcade,dbreed,Dragon Breed,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,4,Irem,joy8way,,Irem
arcade,ddonpach,DoDonPachi 1,x,x,x,x,x,x,x,x,,VERTICAL,1997,2,8 way,3,Cave,joy8way,,Cave / Atlus license
arcade,ddp2,DoDonPachi 2: Bee Storm,x,x,x,x,,,,,,VERTICAL,2001,4,8 way,4,Other,joy8way,,IGS
arcade,ddpdfk,DoDonPachi 4 Dai-Fukkatsu Ver 1.5,x,x,x,x,x,,,,,VERTICAL,2008,2,8 way,4,Cave,joy8way,,Cave / AMI license
arcade,ddpdoj,DoDonPachi 3 Dai-Ou-Jou,x,x,x,x,x,,,,,VERTICAL,2002,2,8 way,3,Cave,joy8way,,Cave / AMI license
arcade,ddragon,Double Dragon 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,2,8 way,3,Technos,joy8way,,Technos Japan / Technos Japan Corp.
arcade,ddragon2,Double Dragon 2: The Revenge,x,x,x,x,x,,,,,HORIZONTAL,1988,2,8 way,3,Technos,joy8way,,Technos Japan / Technos Japan Corp.
arcade,ddribble,Double Dribble,,x,x,x,,,,,,HORIZONTAL,1986,2,8 way,3,Konami,joy8way,,Konami
arcade,ddsom,Dungeons & Dragons 2 : Shadow over Mystara,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1996,4,8 way,4,Capcom,joy8way,,Capcom
arcade,ddtod,Dungeons & Dragons 1 : Tower of Doom,x,x,x,x,x,,x,,,HORIZONTAL,1993,4,8 way,4,Capcom,joy8way,,Capcom
arcade,ddux,"Dynamite Dux (set 3, World)",x,,x,x,,,,,,HORIZONTAL,1988,2,8 way,3,SEGA,joy8way,,SEGA
arcade,deadang,Dead Angle,,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,2,Other,joy8way,,Seibu Kaihatsu
arcade,deadconx,Dead Connection,,x,x,x,,,,,,HORIZONTAL,1992,4,8 way,2,Taito,joy8way,,Taito
arcade,defender,Defender,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1980,1,4 way,5,Williams,joyvertical2way,,Williams
arcade,desertbr,Desert Breaker (World),x,x,x,x,,,,,,VERTICAL,1992,3,8 way,3,SEGA,joy8way,,SEGA
arcade,devilw,Devil World,,x,x,x,,,,,,HORIZONTAL,1987,2,8 way,3,Konami,joy8way,,Konami
arcade,devstors,Devastators,x,x,x,x,x,x,x,x,,VERTICAL,1988,2,8 way,2,Konami,joy8way,,Konami
arcade,dfkbl,DoDonPachi 5 SaiDaiOuJou,,x,x,x,,,,,,VERTICAL,2008,2,8 way,3,Toaplan,joy8way,,Toaplan
arcade,diehard,Die Hard Arcade,x,,x,x,,,,,,HORIZONTAL,1996,4,8 way,4,SEGA,joy8way,,SEGA
arcade,digdug,Dig Dug,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,4 way,1,Namco,joy4way,,Namco
arcade,dimahoo,Dimahoo,x,x,x,x,x,x,x,x,x,VERTICAL,2000,2,8 way,3,Capcom,joy8way,,Eighting / Raizing
arcade,dino,Cadillacs & Dinosaurs,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1993,3,8 way,2,Capcom,joy8way,,Capcom
arcade,djboy,DJ Boy,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,Other,joy8way,,Kaneko
arcade,dkong,Donkey Kong 1,x,x,x,x,x,x,MINI,x,x,VERTICAL,1981,2,4 way,1,Nintendo,joy4way,,Nintendo
arcade,dkong3,Donkey Kong 3,x,x,x,x,x,x,MINI,x,x,VERTICAL,1983,2,4 way,1,Nintendo,joy4way,,Nintendo
arcade,dkongjr,Donkey Kong 2 Junior,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,4 way,1,Nintendo,joy4way,,Nintendo
arcade,dkongx,Donkey Kong 2 : Jumpman Returns,x,x,x,x,,,,,,VERTICAL,1981,2,4 way,1,Nintendo,joy4way,,hack / Braze Technologies
arcade,dkongx11,Donkey Kong 2 : Spooky Mix,x,x,x,x,x,,,,,VERTICAL,1981,2,4 way,1,Nintendo,joy4way,,hack / Braze Technologies
arcade,dmnfrnt,Demon Front,x,x,x,x,x,x,x,x,,HORIZONTAL,2002,4,8 way,4,Other,joy8way,,IGS
arcade,docastle,Mr. Do's Castle,x,x,x,x,,,,,,VERTICAL,1983,2,4 way,2,Other,joy4way,,Universal
arcade,dogyuun,Dogyuun,x,x,x,x,,,,,,VERTICAL,1992,2,8 way,3,Toaplan,joy8way,,Toaplan
arcade,donpachi,DonPachi,x,,x,x,,,,,,VERTICAL,1995,2,8 way,3,Cave,joy8way,,Cave / Atlus license
arcade,dotron,Discs of Tron,,x,x,x,,,,,,HORIZONTAL,1983,1,8 way,4,Midway,joy8way,trackball / dial,Bally Midway
arcade,dowild,Mr. Do's Wild Ride,x,,x,x,,,,,,HORIZONTAL,1984,2,4 way,2,Other,joy4way,,Universal
arcade,dragnblz,Dragon Blaze,x,x,x,x,x,,,,,VERTICAL,2000,2,8 way,3,Psikyo,joy8way,,Psikyo
arcade,drgnbstr,Dragon Buster,x,,x,x,,,,,,HORIZONTAL,1984,2,4 way,2,Namco,joy4way,,Namco
arcade,dsaber,Dragon Saber 2,x,x,x,x,,,,,,VERTICAL,1990,2,8 way,3,Namco,joy8way,,Namco
arcade,dsmbl,Deathsmiles MegaBlack Label,x,x,x,x,x,x,x,x,,HORIZONTAL,2008,2,8 way,4,Cave,joy8way,,Cave / AMI license
arcade,dspirit,Dragon Saber 1,x,x,x,x,,,,,,VERTICAL,1987,2,8 way,3,Namco,joy8way,,Namco
arcade,dstlk,Darkstalkers: The Night Warriors,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1994,2,8 way,6,Capcom,joy8way,,Capcom
arcade,dynagear,Dyna Gear,,x,x,x,,,,,,HORIZONTAL,1993,2,8 way,3,Other,joy8way,,Sammy
arcade,dynduke,Dynamite Duke,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,Other,joy8way,,Seibu Kaihatsu
arcade,dynwar,Dynasty Wars,x,x,x,x,x,x,x,x,x,HORIZONTAL,1989,2,8 way,3,Capcom,joy8way,,Capcom
arcade,ecofghtr,Eco Fighters,x,x,x,x,x,,,,,HORIZONTAL,1993,2,8 way,3,Capcom,joy8way,dial,Capcom
arcade,edrandy,"Cliffhanger, The: Edward Randy",,x,x,x,,,,,,HORIZONTAL,1990,2,8 way,2,Data East,joy8way,,Data East
arcade,elevator,Elevator Action 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1983,2,8 way,2,Taito,joy8way,,Taito
arcade,elvactr,Elevator Action 2 Returns,x,x,x,x,x,x,x,x,,HORIZONTAL,1994,4,8 way,4,Taito,joy8way,dial,Taito
arcade,empcity,Empire City: 1931,,x,x,x,,,,,,HORIZONTAL,1986,2,8 way,2,Other,joy8way,,Seibu Kaihatsu
arcade,enduror,Enduro Racer,x,x,x,x,x,,,,,HORIZONTAL,1986,1,analog,0,SEGA,,pedal / stick,SEGA
arcade,eprom,Escape from the Planet of the Robot Monsters,,,x,x,,,,,,HORIZONTAL,1989,2,analog,3,Atari,,stick,Atari Games / Atari
arcade,esb,"Star Wars 2 : Empire Strikes Back, The",x,x,x,x,,,,,,HORIZONTAL,1985,1,analog,4,Atari,,stick,Atari Games
arcade,espgal,Espgaluda 1,x,x,x,x,x,x,x,x,,VERTICAL,2003,2,8 way,4,Cave,joy8way,,Cave / AMI license
arcade,espgal2,Espgaluda 2,x,x,x,x,x,,,,,VERTICAL,2005,2,8 way,4,Cave,joy8way,,Cave / AMI license
arcade,esprade,ESP Ra.De.,x,x,x,x,x,x,x,x,x,VERTICAL,1998,2,8 way,3,Cave,joy8way,,Cave / Atlus license
arcade,eswat,"E-Swat: Cyber Police (set 4, World)",x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,SEGA,joy8way,,SEGA
arcade,excthour,Exciting Hour,x,x,x,x,x,x,x,x,,VERTICAL,1985,2,8 way,2,Technos,joy8way,,Technos Japan / Taito
arcade,exedexes,Exed Exes,x,x,x,x,x,x,x,x,,VERTICAL,1985,2,8 way,2,Capcom,joy8way,,Capcom
arcade,exerion,Exerion,x,x,x,x,x,,x,,,VERTICAL,1983,2,8 way,2,Other,joy8way,,Jaleco
arcade,exprraid,Express Raider,,x,x,x,x,,,,,HORIZONTAL,1986,2,8 way,2,Data East,joy8way,,Data East
arcade,fantzone,Fantasy Zone,,x,x,x,,,,,,HORIZONTAL,1986,2,8 way,3,SEGA,joy8way,,SEGA
arcade,fatfursp,Fatal Fury Special,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1993,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,fbfrenzy,Football Frenzy,,x,x,x,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,ffight,Final Fight,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,Capcom,joy8way,,Capcom
